Date,Historical_Var,Historical_ES,Age_weighted_Var,Age_weighted_ES,Volatility_Var,Volatility_ES,Bootstrap_Var,Bootstrap_ES,portfolio
2019-04-18,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-5981.788948525139,-8141.81792291879,-8771.428551695068,-11545.90492056266,-330.25632443591337
2019-04-22,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-5563.675508695962,-7638.718941650183,-8803.141612034024,-11553.225547631362,-803.6371572046772
2019-04-23,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-5252.147675765163,-7048.846570836486,-8665.188106389554,-11423.50047228556,3539.8799933027326
2019-04-24,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-5431.2179375028645,-7369.417792479153,-8679.126431005863,-11430.00630666048,421.07287179728905
2019-04-25,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-5092.738127383264,-6795.375682635451,-8626.178329143853,-11388.185141650622,-636.4439336248429
2019-04-26,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-4850.02095792258,-6514.545693231847,-8805.705907002672,-11532.391183560534,3182.5533326128675
2019-04-29,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-5022.100754273255,-6718.7866973487535,-8668.267889072633,-11442.192652589818,-968.4119196544249
2019-04-30,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-4825.9744540243555,-6514.545693231847,-8729.53053142483,-11509.21682110271,-1585.5404314292105
2019-05-01,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-4762.796984323554,-6392.106104495374,-8609.559153498647,-11385.495823215653,108.69382834494915
2019-05-02,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-4536.154153747621,-6243.734246812544,-8737.938711859379,-11513.286005093918,-2096.9827859083935
2019-05-03,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-4636.176427593704,-6361.376616508628,-8724.359502869342,-11497.774048739722,723.513047855729
2019-05-06,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-4444.310648146565,-6215.832307947518,-8781.84958064403,-11535.074454340742,-440.05933233608334
2019-05-07,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-4305.166918309343,-6185.9144119262255,-8708.802207494671,-11479.123302464233,-2983.727974112152
2019-05-08,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-4706.559044623994,-6392.106104495374,-8684.93615504238,-11469.390494020072,-212.00547326084688
2019-05-09,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-4519.30159912464,-6243.734246812544,-8645.642969628749,-11417.138252150102,-199.1328628869827
2019-05-10,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-4337.003155010627,-6215.832307947518,-8740.439946827813,-11508.401468351542,1752.8561812894927
2019-05-13,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-4304.366140857863,-6158.515890625948,-8606.042251571816,-11383.122478666019,-4432.409048708409
2019-05-14,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-5235.9985911373415,-6958.447980538486,-8649.445776258515,-11420.094328119638,1749.5236896233973
2019-05-15,-6853.675720256848,-9389.646792577505,-7809.341342880172,-10682.700951881108,-5059.017052446358,-6795.375682635451,-8715.925353286826,-11485.0548768575,1776.787036436074
