Date,Historical_Var,Historical_ES,Age_weighted_Var,Age_weighted_ES,Volatility_Var,Volatility_ES,Bootstrap_Var,Bootstrap_ES,portfolio
2019-06-25,-2781.783056804046,-3456.963439669433,-5301.4043683610225,-6497.983962029888,-2836.7733437242664,-3572.746422350801,-4369.820637893234,-5714.6383343209045,645.8764710154845
2019-06-26,-2781.783056804046,-3456.963439669433,-5301.4043683610225,-6497.983962029888,-2805.2574828722313,-3456.963439669433,-4411.91009626901,-5754.47255595334,-1556.01615535023
2019-06-27,-2781.783056804046,-3456.963439669433,-5301.4043683610225,-6497.983962029888,-2826.8816309057274,-3510.949496514428,-4359.1664746567185,-5712.46796642645,1325.6958085356243
2019-06-28,-2781.783056804046,-3456.963439669433,-5301.4043683610225,-6497.983962029888,-2822.8049531895563,-3510.949496514428,-4376.748598912476,-5717.02537940155,36.811476302978804
2019-07-01,-2781.783056804046,-3456.963439669433,-5301.4043683610225,-6497.983962029888,-2779.276176520259,-3456.963439669433,-4327.830408954058,-5685.619027441045,-759.9270155813882
2019-07-02,-2781.783056804046,-3456.963439669433,-5301.4043683610225,-6497.983962029888,-2755.2014890897635,-3407.3788170074463,-4326.1362542823135,-5691.259826956022,1176.839786518934
2019-07-03,-2781.783056804046,-3456.963439669433,-5301.4043683610225,-6497.983962029888,-2745.541325766426,-3407.3788170074463,-4398.2183978143,-5733.55428587308,984.6234013912111
2019-07-05,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2811.857898155132,-3490.2930663260713,-4417.566869623817,-5755.263878566943,-3242.415904065792
2019-07-08,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3038.05628265648,-3670.2052857677563,-4460.5917728239,-5789.556989168274,-222.72202129600234
2019-07-09,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2991.6086774054056,-3670.2052857677563,-4417.823391658685,-5748.763633976006,-498.72309075822596
2019-07-10,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2952.993573165549,-3607.0057763883915,-4413.692830705007,-5755.813738005938,1118.1475512873346
2019-07-11,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2937.7644563501176,-3607.0057763883915,-4355.504382744478,-5706.840751247097,-1677.0292256755051
2019-07-12,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2965.859108380573,-3607.0057763883915,-4425.976612067538,-5774.284014889663,386.72133788633914
2019-07-15,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2923.4905454927125,-3607.0057763883915,-4442.299932042341,-5780.558374528074,843.637169629167
2019-07-16,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2895.409946894728,-3607.0057763883915,-4454.463832819131,-5795.30352195173,-1063.3992112533945
2019-07-17,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2884.889562148643,-3607.0057763883915,-4368.302342028133,-5727.896686274908,2041.056043593099
2019-07-18,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2940.1369494394803,-3607.0057763883915,-4390.33626376288,-5736.805736076066,1483.0697965981697
2019-07-19,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2945.43996280339,-3607.0057763883915,-4429.726527884815,-5768.115416270782,-1157.0899704992805
2019-07-22,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2937.6898674482404,-3607.0057763883915,-4380.952480796163,-5724.41551406765,64.82036233616928
2019-07-23,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2891.7062336744016,-3607.0057763883915,-4498.7542437068405,-5821.088507268509,-309.90935136693787
2019-07-24,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2852.6161245605203,-3545.2188791603835,-4397.983309537597,-5737.4803671543905,423.22219436261065
2019-07-25,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2814.9647295895443,-3490.2930663260713,-4379.274380177364,-5715.453727191842,-1119.8092615201765
2019-07-26,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2810.4502124176947,-3490.2930663260713,-4389.511542309535,-5733.927762061032,126.263668465045
2019-07-29,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2781.304681531055,-3441.6386156977437,-4406.6803277270665,-5744.6101719345115,595.5693802506871
2019-07-30,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2744.614434658249,-3396.3812894780026,-4354.98789961341,-5693.400500706807,98.4774466772226
2019-07-31,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2702.8263401135973,-3396.3812894780026,-4398.151429345182,-5750.997370135428,386.39909738336786
2019-08-01,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-2733.717076477374,-3396.3812894780026,-4359.017379173091,-5711.105548506924,4649.954131291815
2019-08-02,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3177.519944681594,-3737.4867110983428,-4456.592662049279,-5797.640246028604,1136.0343186838506
2019-08-05,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3264.3071415378104,-3992.2514233500483,-4387.123279016505,-5725.788395957264,3451.71228114333
2019-08-06,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3458.212689798855,-4305.480244152375,-4363.0144807890065,-5713.781635821401,1184.1308290303937
2019-08-07,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3403.046029885585,-4132.983042207963,-4376.888407173797,-5724.672470962395,148.9644396783765
2019-08-08,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3322.121080898216,-4132.983042207963,-4364.673544489965,-5701.98469015077,-200.43011475262156
2019-08-09,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3303.380791249782,-4132.983042207963,-4428.154589754522,-5767.340040711963,-761.7463390275051
2019-08-12,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3258.8245390735183,-3992.2514233500483,-4392.364217781384,-5740.1093886768,2873.6146326648313
2019-08-13,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3362.7724379845918,-4132.983042207963,-4415.142069126193,-5759.733124202799,-1930.5689415158618
2019-08-14,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3394.622719942448,-4132.983042207963,-4416.2096128824205,-5759.149004115998,3357.371166634141
2019-08-15,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3627.565733583054,-4537.825372998854,-4427.269076998422,-5759.393428087113,3060.249077482072
2019-08-16,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3717.9306668384706,-4537.825372998854,-4331.517679306049,-5683.374006278438,-853.762979100617
2019-08-19,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3702.0379778576507,-4537.825372998854,-4434.336062364776,-5773.472846660318,-2132.612264827843
2019-08-20,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3777.089968521893,-4537.825372998854,-4446.092854425284,-5796.874430563131,1944.3130093061493
2019-08-21,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3739.6802185543943,-4537.825372998854,-4412.15361443108,-5763.027499838124,-1557.1772401808134
2019-08-22,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3754.1080562072393,-4537.825372998854,-4442.730219697182,-5774.270052921799,-962.2215411933604
2019-08-23,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3704.68887218198,-4537.825372998854,-4360.200068280331,-5693.4767614574175,2809.8965313810295
2019-08-26,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3722.5354311922424,-4537.825372998854,-4406.215266970804,-5744.362843285216,-824.8083537363345
2019-08-27,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3652.410725596602,-4537.825372998854,-4411.250817827485,-5750.954359441159,1934.9815559074036
2019-08-28,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3648.5128088565625,-4537.825372998854,-4370.842700357826,-5721.9748382551015,227.978336018544
2019-08-29,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3573.6699978144247,-4305.480244152375,-4404.351925834782,-5753.860741636867,-711.9911915838615
2019-08-30,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3512.3498192893007,-4305.480244152375,-4429.068582257361,-5759.4455567218565,365.7109909801744
2019-09-03,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3443.7119686770284,-4305.480244152375,-4440.931590046285,-5779.572951274881,949.555456213403
2019-09-04,-2818.172304991274,-3490.2930663260713,-5301.4043683610225,-6497.983962029888,-3407.130296185319,-4132.983042207963,-4384.883520564867,-5739.1255634602785,1020.3007852045856
2019-09-05,-2845.278988222894,-3563.1452922986578,-5301.4043683610225,-6497.983962029888,-3536.513052908269,-4200.03664531349,-4388.6503601595405,-5741.360313359981,-3778.2622499579493
2019-09-06,-2845.278988222894,-3563.1452922986578,-5301.4043683610225,-6497.983962029888,-3829.8036175036905,-4537.825372998854,-4398.123330708088,-5735.176743693276,597.3755115349555
2019-09-09,-2845.278988222894,-3563.1452922986578,-5301.4043683610225,-6497.983962029888,-3767.100482997176,-4347.934592238627,-4360.347340046879,-5721.431327079838,-2533.6132756671045
2019-09-10,-2910.436555558696,-3592.364863474769,-5301.4043683610225,-6497.983962029888,-3872.320635467341,-4891.190186548227,-4408.351335957055,-5761.656436213943,-3245.4174349417417
2019-09-11,-2910.436555558696,-3592.364863474769,-5301.4043683610225,-6497.983962029888,-4042.206570541253,-4891.190186548227,-4414.77585882192,-5763.6292922621915,-415.2076881398839
2019-09-12,-2910.436555558696,-3592.364863474769,-5301.4043683610225,-6497.983962029888,-3955.8182349428234,-4891.190186548227,-4388.273342783138,-5744.346329475677,-1122.7107316891081
2019-09-13,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3934.025669241792,-4891.190186548227,-4383.95573019868,-5737.857943429087,-3687.4025190119637
2019-09-16,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-4191.728320618122,-4891.190186548227,-4373.365532175147,-5714.502858867669,2192.2419197585564
2019-09-17,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-4190.222761869475,-4891.190186548227,-4367.809646951127,-5715.652387280238,1009.301133719481
2019-09-18,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-4102.7220642577595,-4891.190186548227,-4443.997580124124,-5772.283034430484,144.44832258726433
2019-09-19,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-4004.550134924452,-4891.190186548227,-4444.9269998903,-5775.818059309981,428.3088779172144
2019-09-20,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3918.5208740333846,-4891.190186548227,-4405.191395613179,-5744.121555330304,1937.8895762779282
2019-09-23,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3912.333915669458,-4891.190186548227,-4421.032584336517,-5756.753271171766,680.0131065564092
2019-09-24,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3839.93004249818,-4891.190186548227,-4384.042663176387,-5738.068889327829,2111.2021005110882
2019-09-25,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3864.6278572037268,-4891.190186548227,-4402.401285155163,-5736.411409727689,-2659.050451225979
2019-09-26,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3952.7866662820406,-4891.190186548227,-4363.439011325245,-5707.932748248654,1238.6044441436306
2019-09-27,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3895.732525606233,-4891.190186548227,-4414.739260405723,-5759.662437648219,475.1477551054139
2019-09-30,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3810.139253571715,-4537.825372998854,-4468.504949735602,-5797.384013522357,621.1703297064754
2019-10-01,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3737.2564517789688,-4347.934592238627,-4388.686996779874,-5735.115879769386,1500.6719206584312
2019-10-02,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3702.381007517329,-4347.934592238627,-4404.472910819515,-5736.669495497547,1573.5281696872223
2019-10-03,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3738.244796248162,-4347.934592238627,-4471.905443964737,-5805.393414722301,2598.709973319483
2019-10-04,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3813.23111863959,-4537.825372998854,-4407.705963119097,-5744.028610132889,571.5290851778295
2019-10-07,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3732.496037396851,-4347.934592238627,-4415.823599303336,-5750.827377677247,-1716.2170879605708
2019-10-08,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3722.072335327865,-4347.934592238627,-4426.573096290819,-5763.670171693416,1157.0046044738965
2019-10-09,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3705.595295547931,-4347.934592238627,-4409.12169021016,-5746.845255981345,-1146.142523614927
2019-10-10,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3681.9041663062735,-4215.828177593295,-4420.233001164242,-5765.94111736331,-2637.9948879966205
2019-10-11,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3788.680589572732,-4537.825372998854,-4389.520648510553,-5736.553107497641,-2165.667534338294
2019-10-14,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3826.28806116821,-4537.825372998854,-4347.553590638799,-5706.238689277235,772.6788652808874
2019-10-15,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3774.234001420453,-4347.934592238627,-4384.955719217181,-5729.4769714192635,-1633.8456692337115
2019-10-16,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3761.2218511905116,-4347.934592238627,-4429.8026916968765,-5776.781811460017,838.4228156709878
2019-10-17,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3739.1211433435633,-4347.934592238627,-4465.927939313123,-5794.120855264768,-29.178917645121686
2019-10-18,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3661.3598506683174,-4215.828177593295,-4405.0570564153,-5740.44934908968,336.1478234904183
2019-10-21,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3604.156733681959,-4114.597624263236,-4354.013448807352,-5702.695177542552,-1244.3385696456414
2019-10-22,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3568.1568906979123,-4114.597624263236,-4411.8648231217285,-5747.712187759017,927.6384624979509
2019-10-23,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3513.3302499982765,-4114.597624263236,-4325.766578571402,-5675.214763768319,-42.90140119693729
2019-10-24,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3428.2455022770278,-4018.654282858533,-4360.82418529742,-5727.843921962769,103.04054402861269
2019-10-25,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3405.805453034952,-4018.654282858533,-4379.619702932771,-5717.385924490064,-1202.3362279973528
2019-10-28,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3366.3123730135426,-4018.654282858533,-4401.517520924321,-5740.2762057586115,-982.7144466998509
2019-10-29,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3325.5553632896795,-4018.654282858533,-4401.299467212603,-5747.729983201262,-64.16885285055179
2019-10-30,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3279.993824392535,-3927.3966636337755,-4375.5947796240025,-5727.726630261347,2175.375629254509
2019-10-31,-3011.7720104258165,-3647.1642355068634,-5301.4043683610225,-6497.983962029888,-3382.6702232824673,-4018.654282858533,-4376.836769190908,-5722.369579883819,2884.4008161337306
