Date,Normal_Var,Normal_ES,T_Var,T_ES,portfolio
2019-06-04,-2691.180285847831,-3092.4846932664373,-2692.4993040676754,-3092.764415266377,-1441.433053561278
2019-06-05,-2688.9223360137953,-3090.0625302990998,-2690.240814493455,-3090.3421378372364,269.5798975064117
2019-06-06,-2689.5762851768686,-3090.7579606837385,-2690.894899998134,-3091.0375971356125,-560.0487764116607
2019-06-07,-2690.7251405596503,-3092.2336406040718,-2692.0448295966776,-3092.5135048630955,1797.3836199181071
2019-06-10,-2694.1842654847806,-3096.0396131663833,-2695.5050945500366,-3096.3197191892978,-1738.6250021971
2019-06-11,-2693.962699669705,-3095.800641388929,-2695.283471524572,-3096.080735279331,-467.3325273629604
2019-06-12,-2692.623457664037,-3094.4753593635114,-2693.9442754029456,-3094.755462984466,1003.5224798074845
2019-06-13,-2693.327281272337,-3095.397979015349,-2694.6488181560208,-3095.6782351441398,1528.1342360456401
2019-06-14,-2693.1014508739063,-3094.9878072123397,-2694.4223818592573,-3095.267934849279,31.583200104862243
2019-06-17,-2691.469954388608,-3093.2240140249914,-2692.790450537568,-3093.5040494469004,-117.65331897046076
2019-06-18,-2691.3077976871796,-3093.102227500533,-2692.6284265259333,-3093.382291061746,664.8633615028614
2019-06-19,-2690.8408949555196,-3092.989450625119,-2692.1626877447507,-3093.269761023373,2321.6581350014167
2019-06-20,-2690.235629107463,-3092.1982132731555,-2691.5568106405062,-3092.478394043327,615.5908559105343
2019-06-21,-2693.030301616193,-3095.285454150447,-2694.3524447708915,-3095.565838850124,-1728.5378886481117
2019-06-24,-2693.613546542215,-3096.065782854686,-2694.9363374772256,-3096.3463049280563,1450.2248686718333
2019-06-25,-2692.947345617991,-3095.41743963834,-2694.2701952482007,-3095.6979741591035,645.8764710154845
2019-06-26,-2696.3452350960547,-3099.0129920291242,-2697.668734410092,-3099.293664327256,-1556.01615535023
2019-06-27,-2696.6702665974144,-3099.4284729130673,-2697.9940632029375,-3099.70920825731,1325.6958085356243
2019-06-28,-2696.7331186891042,-3099.3845964446973,-2698.0565644962994,-3099.6652573957217,36.811476302978804
2019-07-01,-2697.67026516544,-3100.3919478754665,-2698.9939417241844,-3100.6726577615887,-759.9270155813882
2019-07-02,-2697.9192793241446,-3100.769117691627,-2699.2433771083834,-3101.0499169063387,1176.839786518934
2019-07-03,-2695.6251270152916,-3098.3917455044916,-2696.948951270175,-3098.6724867122884,984.6234013912111
2019-07-05,-2702.531603355661,-3106.1387511909384,-2703.8581902852156,-3106.4200782745575,-3242.415904065792
2019-07-08,-2701.6977990112828,-3105.242272236605,-2703.0241799402284,-3105.523555634017,-222.72202129600234
2019-07-09,-2702.5590417287385,-3106.077745619382,-2703.885337958335,-3106.359011054744,-498.72309075822596
2019-07-10,-2702.537697091823,-3106.0504085701273,-2703.863973625396,-3106.3316698285867,1118.1475512873346
2019-07-11,-2706.466668814261,-3110.307754918809,-2707.7940246584694,-3110.58924506488,-1677.0292256755051
2019-07-12,-2706.484849471454,-3110.2933221527146,-2707.8120981209777,-3110.5747895661866,386.72133788633914
2019-07-15,-2706.5390444733985,-3110.382797103431,-2707.866409082015,-3110.6642891081556,843.637169629167
2019-07-16,-2707.6829657355916,-3111.6311777965852,-2709.0106736843018,-3111.912742612872,-1063.3992112533945
2019-07-17,-2707.739390086462,-3112.03100229181,-2709.068226732088,-3112.3128064689745,2041.056043593099
2019-07-18,-2708.3658259475737,-3112.844662824463,-2709.6952779683324,-3113.1265975032084,1483.0697965981697
2019-07-19,-2709.1616147002283,-3113.3925595492233,-2710.4902519427405,-3113.674321439301,-1157.0899704992805
2019-07-22,-2707.486514177674,-3111.5941403445586,-2708.814746092995,-3111.8758162775725,64.82036233616928
2019-07-23,-2707.9626732396073,-3112.0853024765447,-2709.2909544674258,-3112.3669888671784,-309.90935136693787
2019-07-24,-2707.9557763246135,-3112.0384558967476,-2709.283926244789,-3112.3201144411873,423.22219436261065
2019-07-25,-2709.972991016981,-3114.2142122574146,-2711.3016620362155,-3114.495981310465,-1119.8092615201765
2019-07-26,-2706.734810687409,-3110.694167598762,-2708.0625552673164,-3110.9757401833654,126.263668465045
2019-07-29,-2706.2622115392887,-3110.064456399319,-2707.5894397190405,-3110.3459194718002,595.5693802506871
2019-07-30,-2705.178719885472,-3108.9151793144306,-2706.5057318398835,-3109.1965965323643,98.4774466772226
2019-07-31,-2705.190648711031,-3108.923586850258,-2706.5176490915705,-3109.2050016137396,386.39909738336786
2019-08-01,-2713.399746431713,-3119.0804086704975,-2714.733148644695,-3119.363181059937,4649.954131291815
2019-08-02,-2713.4833450596443,-3119.29063602896,-2714.8171634793757,-3119.5734966826726,1136.0343186838506
2019-08-05,-2718.488593380436,-3125.205044798548,-2719.82540005341,-3125.488539166155,3451.71228114333
2019-08-06,-2718.7287716356054,-3125.572475970353,-2720.0659965669197,-3125.856059037311,1184.1308290303937
2019-08-07,-2718.8547502906817,-3125.686083545066,-2720.1919345603933,-3125.9696579889855,148.9644396783765
2019-08-08,-2718.7203879684607,-3125.54413494124,-2720.0575473033764,-3125.8277040972785,-200.43011475262156
2019-08-09,-2719.6549902691863,-3126.368444444571,-2720.991787090741,-3126.6519367230044,-761.7463390275051
2019-08-12,-2723.154849081334,-3130.7363741971762,-2724.4944991020197,-3131.020471548803,2873.6146326648313
2019-08-13,-2727.6496054267627,-3135.6764126507437,-2728.9907190127697,-3135.960820378234,-1930.5689415158618
2019-08-14,-2732.778153040624,-3141.9841985402572,-2734.1231425790056,-3142.269428234521,3357.371166634141
2019-08-15,-2737.19733249937,-3147.2698770842044,-2738.545170070466,-3147.555710756029,3060.249077482072
2019-08-16,-2738.8041723155975,-3148.940462099485,-2740.152219406145,-3149.2263402037506,-853.762979100617
2019-08-19,-2744.227443404217,-3154.771391096829,-2745.5768303958444,-3155.057553351688,-2132.612264827843
2019-08-20,-2743.4764329596237,-3154.260429757412,-2744.8266089511667,-3154.546759334171,1944.3130093061493
2019-08-21,-2746.2182742966243,-3157.27061577491,-2747.569332290747,-3157.5571323964887,-1557.1772401808134
2019-08-22,-2745.913492754417,-3156.935710134689,-2747.2644517358362,-3157.2222057588083,-962.2215411933604
2019-08-23,-2749.5914508136484,-3161.3769884731637,-2750.9449186968827,-3161.664016155918,2809.8965313810295
2019-08-26,-2750.7684351597163,-3162.6408331158664,-2752.1221885377313,-3162.9279213430236,-824.8083537363345
2019-08-27,-2751.8084312520173,-3164.061031804214,-2753.1634342902457,-3164.3483850447337,1934.9815559074036
2019-08-28,-2751.7218834997257,-3163.976917226303,-2753.076894535378,-3164.2642721628245,227.978336018544
2019-08-29,-2752.8511523919265,-3165.062932341747,-2754.2060212598903,-3165.3502571290023,-711.9911915838615
2019-08-30,-2752.8803333229284,-3165.0840628825094,-2754.2351757306515,-3165.3713820583857,365.7109909801744
2019-09-03,-2752.952024876384,-3165.226002421446,-2754.3070981770925,-3165.5133705624135,949.555456213403
2019-09-04,-2747.094277842555,-3158.888108202829,-2748.4477729824634,-3159.175141665861,1020.3007852045856
2019-09-05,-2761.615854500915,-3174.9952722643065,-2762.974561192541,-3175.2834109324426,-3778.2622499579493
2019-09-06,-2758.169061701922,-3171.2925843121593,-2759.5269273104127,-3171.5805446131935,597.3755115349555
2019-09-09,-2765.50620662958,-3179.3785876765014,-2766.8665336063077,-3179.667069955804,-2533.6132756671045
2019-09-10,-2776.2415151907585,-3191.3206963341663,-2777.6058087108026,-3191.610019791712,-3245.4174349417417
2019-09-11,-2774.9116203676053,-3189.8729611704134,-2776.2755265668193,-3190.162202489475,-415.2076881398839
2019-09-12,-2775.8755025657483,-3190.9283680922654,-2777.239709590908,-3191.2176732069856,-1122.7107316891081
2019-09-13,-2789.2683749602515,-3205.865068759903,-2790.637656282087,-3206.1554499722783,-3687.4025190119637
2019-09-16,-2788.796210184822,-3205.7137668820997,-2790.1665461275397,-3206.0043717461717,2192.2419197585564
2019-09-17,-2788.9207490001827,-3205.9038510864593,-2790.291300379264,-3206.1945016377626,1009.301133719481
2019-09-18,-2788.70932260247,-3205.6897212376857,-2790.079865095775,-3205.980369904597,144.44832258726433
2019-09-19,-2787.088104092029,-3203.983230442498,-2788.4583663100734,-3204.273819671901,428.3088779172144
2019-09-20,-2788.270874303862,-3205.544514499735,-2789.6423806314892,-3205.835367565388,1937.8895762779282
2019-09-23,-2788.0619848461893,-3205.2522576899833,-2789.4332171597403,-3205.5430526459268,680.0131065564092
2019-09-24,-2789.6462432770845,-3207.195808537676,-2791.0186565227045,-3207.4868539319195,2111.2021005110882
2019-09-25,-2797.620389263127,-3215.966303276783,-2798.9954199694457,-3216.2579037515634,-2659.050451225979
2019-09-26,-2796.573549589277,-3214.995269180369,-2797.9488294554253,-3215.2869224940596,1238.6044441436306
2019-09-27,-2796.125564664941,-3214.3762119291255,-2797.5002822459214,-3214.667745999936,475.1477551054139
2019-09-30,-2794.2271901320673,-3212.387179347723,-2795.6016097357124,-3212.678650226975,621.1703297064754
2019-10-01,-2794.420487642447,-3212.6269487185905,-2795.795059991065,-3212.9184519902146,1500.6719206584312
2019-10-02,-2794.2701561396143,-3212.6894837426667,-2795.6454281437113,-3212.9811353890645,1573.5281696872223
2019-10-03,-2793.1757741793417,-3211.3965514505476,-2794.5503935828183,-3211.688064701018,2598.709973319483
2019-10-04,-2791.750953095666,-3209.91945070653,-2793.125400664935,-3210.2109275164057,571.5290851778295
2019-10-07,-2794.8814629422805,-3213.365008274169,-2796.2569460189516,-3213.6567046823775,-1716.2170879605708
2019-10-08,-2795.098108775618,-3213.688655244471,-2796.4739435465312,-3213.980426235892,1157.0046044738965
2019-10-09,-2795.4327342135143,-3213.6818596323715,-2796.807446792452,-3213.9733926424065,-1146.142523614927
2019-10-10,-2802.5862453137215,-3221.3897053331025,-2803.9627798946717,-3221.6816247320744,-2637.9948879966205
2019-10-11,-2807.104410582748,-3226.3929954678456,-2808.482539685276,-3226.685253014356,-2165.667534338294
2019-10-14,-2806.985667557531,-3226.226494621852,-2808.3636396883567,-3226.518718879635,772.6788652808874
2019-10-15,-2809.822217707277,-3229.091358117678,-2811.2002828991776,-3229.3836021107677,-1633.8456692337115
2019-10-16,-2809.730932481662,-3228.9654240670498,-2811.1088837888637,-3229.257643908801,838.4228156709878
2019-10-17,-2808.2681820427283,-3227.0397408446447,-2809.644611769891,-3227.331638007448,-29.178917645121686
2019-10-18,-2806.3627113567422,-3225.013466833589,-2807.738744024257,-3225.3052797926134,336.1478234904183
2019-10-21,-2805.955559717889,-3224.5634508209005,-2807.3314514976164,-3224.8552339020857,-1244.3385696456414
2019-10-22,-2805.988455632691,-3224.609862001219,-2807.3643918347598,-3224.9016545029767,927.6384624979509
2019-10-23,-2804.667194286261,-3223.1925810669495,-2806.042814888542,-3223.484306639985,-42.90140119693729
2019-10-24,-2804.8498275187026,-3223.3492276511774,-2806.225362707363,-3223.6409351106886,103.04054402861269
2019-10-25,-2802.844946840013,-3221.125449034974,-2804.2197625489903,-3221.417003915625,-1202.3362279973528
2019-10-28,-2804.5663616474326,-3222.9665151832337,-2805.9415706296845,-3223.2581534646943,-982.7144466998509
2019-10-29,-2804.810917449696,-3223.1316245733888,-2806.185865305324,-3223.4232074781603,-64.16885285055179
2019-10-30,-2803.812856226324,-3222.396384813542,-2805.1886679306726,-3222.6881509132754,2175.375629254509
2019-10-31,-2804.275891049621,-3223.4382881057204,-2805.653605394567,-3223.73045769528,2884.4008161337306
2019-11-01,-2805.679931914667,-3224.8534864235703,-2807.057682932232,-3225.145663790232,-794.2992304800533
2019-11-04,-2808.719605693692,-3228.2139301445595,-2810.098411026609,-3228.506331098124,-1853.5474145927874
2019-11-05,-2812.8530007796135,-3232.7731464874673,-2814.2332057133976,-3233.065844252059,-1976.9652608129973
2019-11-06,-2812.823542032045,-3232.8833787074645,-2814.2042061058933,-3233.1761738411265,1209.6310363143325
2019-11-07,-2822.593395275406,-3243.749134736915,-2823.9776613922795,-3244.04269374985,-3130.9360642054885
2019-11-08,-2821.7594651762606,-3242.8505975822227,-2823.1435189409103,-3243.144111561975,-291.60715773563936
2019-11-11,-2820.2530276205293,-3240.9175702553807,-2821.6356792583406,-3241.2107868884254,270.966999765685
2019-11-12,-2816.6527171859575,-3237.0404484465644,-2818.034458992629,-3237.3334721332335,543.6373725042863
2019-11-13,-2816.5140514379036,-3237.038969030907,-2817.8962441523363,-3237.332088340835,1215.1153644653834
2019-11-14,-2817.4604074725826,-3238.317792756553,-2818.843692950847,-3238.61114380709,1823.7431817830068
2019-11-15,-2818.0875022128057,-3238.9431562108825,-2819.4707820006324,-3239.2365060546567,-321.1913605625812
2019-11-18,-2818.0933247553126,-3238.9384521706465,-2819.476569944082,-3239.2317946770568,515.5478964659228
2019-11-19,-2817.9644387448307,-3238.863628396926,-2819.347861626827,-3239.157008586443,782.2710214124268
2019-11-20,-2818.6158149431194,-3239.744147389778,-2819.999990977873,-3240.0376872991474,1563.4499019879238
2019-11-21,-2818.1563767418047,-3239.2383696014194,-2819.540400466346,-3239.5318772106157,-1040.0334205201268
2019-11-22,-2818.8075283081457,-3239.79798564052,-2820.191251171231,-3240.091429446528,-472.05812261964456
2019-11-25,-2818.8116349680104,-3239.8068983450516,-2820.195373627734,-3240.100345501026,699.0160142039045
2019-11-26,-2818.5655824565197,-3239.6130376997658,-2819.949492661886,-3239.9065212351397,768.787383354437
2019-11-27,-2819.9848675297626,-3240.9734988926602,-2821.368584391202,-3241.2669414259085,-959.3061716894674
2019-11-29,-2820.156304015547,-3241.1136281831864,-2821.539917975647,-3241.407048894319,123.3631892312365
2019-12-02,-2822.9498657460817,-3244.0616088344987,-2824.333987254482,-3244.3551371805556,-1349.558256844355
2019-12-03,-2828.231308547725,-3250.5785242264747,-2829.6194908409725,-3250.87291373642,3502.477579656496
2019-12-04,-2827.7463417698746,-3250.0405493609414,-2829.134349834701,-3250.3349019225548,-1461.5273025902957
2019-12-05,-2829.0756005234402,-3251.4588676230605,-2830.463901311477,-3251.7532822619983,-837.2011282730424
2019-12-06,-2831.307897745462,-3253.7829270517327,-2832.6965001400104,-3254.0774056518617,-1150.1571463427103
2019-12-09,-2824.097120433203,-3245.83657286499,-2825.483305113713,-3246.130538744524,181.2597190418171
2019-12-10,-2824.687034147719,-3246.3242034376503,-2826.072882641222,-3246.6180980225645,-453.0164610711643
2019-12-11,-2825.4174516847743,-3247.253208825636,-2826.8039529022167,-3247.5472418326312,1620.408118214729
2019-12-12,-2831.3514732691133,-3253.586628090165,-2832.739287237692,-3253.88093949011,-2401.5964774784798
2019-12-13,-2831.720616478761,-3254.335202051652,-2833.1096775706346,-3254.6297779269594,2100.764366639627
2019-12-16,-2831.7917379425758,-3253.9636286053883,-2833.179343972802,-3254.257895908192,-1368.3076638676184
2019-12-17,-2830.3460530753696,-3252.4221842764086,-2831.7333443607977,-3252.7163848318073,117.2655133025793
2019-12-18,-2830.735406453684,-3252.613330848257,-2832.1220462675997,-3252.907393247176,-620.3037889489784
2019-12-19,-2824.49846773414,-3245.7725485494266,-2825.883122818588,-3246.0661900500677,325.0740181261042
2019-12-20,-2820.1533341054696,-3241.0235345738497,-2821.53666170503,-3241.316894556979,117.93746467166245
2019-12-23,-2821.3387440440615,-3242.2135720837778,-2822.722086853649,-3242.506935292472,-672.9027673335434
2019-12-24,-2821.172633674198,-3242.088249544458,-2822.5561105463344,-3242.3816411835746,684.1337788271934
2019-12-26,-2815.2476431355744,-3235.6339067635718,-2816.6293801183915,-3235.926929427254,667.1204809561837
2019-12-27,-2815.035111476117,-3235.5029082828755,-2816.417116444399,-3235.79598777779,943.89450341659
2019-12-30,-2815.1712767568292,-3235.6336402949496,-2816.5532638668965,-3235.926716002702,76.74229327012645
2019-12-31,-2816.4678205403316,-3236.873545892794,-2817.8496214904726,-3237.166582121921,-868.3403896729761
2020-01-02,-2816.3970587801027,-3236.7817222403837,-2817.7787905034447,-3237.0747437886976,1066.6726506295092
2020-01-03,-2819.352805620393,-3240.3738262916163,-2820.73662893989,-3240.6672914012483,2609.195698365309
2020-01-06,-2821.1409446742705,-3242.189426593669,-2822.5248582541435,-3242.4829108446684,-1000.4587635159002
2020-01-07,-2821.237792162048,-3242.111468052538,-2822.62113118472,-3242.4048304581474,-254.57668293874588
2020-01-08,-2820.9835427975713,-3241.4127714557476,-2822.365420999016,-3241.7058240674296,-1113.7121137383865
2020-01-09,-2820.678727598973,-3241.1410414805623,-2822.060714545828,-3241.434117153702,628.2421821090267
2020-01-10,-2818.65431149351,-3239.0526488861633,-2820.036088160704,-3239.345679965645,917.6615245126609
2020-01-13,-2817.985897458729,-3238.002648930013,-2819.366419918959,-3238.2954140319107,-447.74430549477927
2020-01-14,-2817.8030695835473,-3237.729806319796,-2819.1832961809027,-3238.022508678546,547.0987246068363
2020-01-15,-2817.9965463614194,-3238.0366325313107,-2819.37714551877,-3238.3294138982387,1142.1604591211758
2020-01-16,-2817.4989169122496,-3237.205400323742,-2818.8784195749977,-3237.4979491588842,-384.6734390810173
2020-01-17,-2815.0132173306706,-3233.9852914914304,-2816.390306117158,-3234.2773284198483,-499.38946165657967
2020-01-21,-2808.9191809803497,-3227.464469195012,-2810.2948669952043,-3227.756208639983,1564.7442469236512
2020-01-22,-2808.9373857219052,-3227.4570271864063,-2810.312987440325,-3227.748748754773,422.7268711263463
2020-01-23,-2806.7165285989363,-3225.163759474162,-2808.0918923162653,-3225.455430570033,998.0939345427242
2020-01-24,-2805.5994536607245,-3224.107030358833,-2806.9750157243425,-3224.3987435176714,1174.9768918656557
2020-01-27,-2806.9622335865593,-3225.7302647464862,-2808.338651718973,-3226.02215945041,2566.6779002616577
2020-01-28,-2807.364717611026,-3226.171740656376,-2808.741263903027,-3226.4636625388907,-1071.1514934889874
2020-01-29,-2808.058698178743,-3227.0647138107574,-2809.4358985249787,-3227.356774397466,1570.7622360971425
2020-01-30,-2806.1824569461837,-3224.6999645379924,-2807.5580516509326,-3224.9916846189817,341.8061474023444
2020-01-31,-2806.8169540058575,-3225.8074629383527,-2808.194103384253,-3226.099512716396,2373.9601057941654
2020-02-03,-2803.977856270603,-3222.161661189118,-2805.3523541523473,-3222.4531486686765,-543.4584429017989
2020-02-04,-2810.6438351011107,-3229.5426562598172,-2812.0206831176424,-3229.8346421285514,-2522.9383202246504
2020-02-05,-2805.519103879149,-3223.8164106949635,-2806.89397482201,-3224.1079772889725,-1508.7243048059006
2020-02-06,-2805.5555719049294,-3223.8455520355947,-2806.930418766243,-3224.13711352267,318.7749528231222
2020-02-07,-2804.0546820052514,-3222.5013171477053,-2805.4300437645097,-3222.792987828331,1911.7848964966274
2020-02-10,-2785.3883854796504,-3201.749352372232,-2786.7568920078893,-3202.039569275418,1067.7800571249538
2020-02-11,-2787.2865727782864,-3203.8136077587915,-2788.655625143625,-3204.103940416744,-1198.815213890591
2020-02-12,-2787.356135366101,-3203.889692474602,-2788.725209168547,-3204.1800296786855,-897.0934661053178
2020-02-13,-2786.9826046255107,-3203.5310981499692,-2788.3517275213735,-3203.8214457652125,486.0651143999336
2020-02-14,-2786.985322705341,-3203.54205338993,-2788.3544726753253,-3203.8324067467374,661.2455193547594
2020-02-18,-2785.0557603604193,-3201.6077383693505,-2786.4248947091805,-3201.8980884133907,1259.6499410181416
2020-02-19,-2778.789436066674,-3194.681108286781,-2780.156400104444,-3194.9709980765792,-212.32350207120766
2020-02-20,-2777.250572604405,-3192.813620858369,-2778.616456512003,-3193.1032815867584,1281.7862275807147
2020-02-21,-2775.855729683035,-3191.515465391794,-2777.2219313855835,-3191.80519351443,1543.437535392169
2020-02-24,-2780.4713863690586,-3197.2060710208084,-2781.8411212429733,-3197.496548417219,3228.852251629982
2020-02-25,-2780.1767221318614,-3196.8431657037554,-2781.5462327091423,-3197.133595533952,1394.4197308789865
2020-02-26,-2778.1991473934117,-3194.2499036908152,-2779.5666343130456,-3194.5399043673006,-346.0762969227833
2020-02-27,-2780.8842052314717,-3197.5845654598807,-2782.2538272869397,-3197.875018931071,2523.189189877324
2020-02-28,-2793.352132385226,-3212.7556991298925,-2794.7306394132506,-3213.0480368224344,5534.178387458439
2020-03-02,-2794.591298435336,-3213.951891221586,-2795.9696642153876,-3214.244198959905,-779.1934619469491
2020-03-03,-2801.471069691171,-3222.7339695039354,-2802.8556880255965,-3223.027603211061,5106.530849072663
2020-03-04,-2800.699759740461,-3221.928379086011,-2802.084265400916,-3222.2219888985546,194.02266310709155
2020-03-05,-2806.519591250089,-3228.973356858873,-2807.9081237545392,-3229.2678206375253,3460.374293778453
2020-03-06,-2818.456594355342,-3243.156411683846,-2819.8525092435543,-3243.452441032343,4666.551519247448
2020-03-09,-2810.569412138175,-3234.98919678481,-2811.9644066073674,-3235.285030941576,3684.467492202426
2020-03-10,-2863.94699549307,-3295.0587282373003,-2865.363985238924,-3295.3592268958037,-7935.213621029481
2020-03-11,-2877.781677035388,-3310.25804508719,-2879.203152101615,-3310.5594949401243,-3868.347212370455
2020-03-12,-2884.2987774506014,-3317.3783257152745,-2885.7222350659254,-3317.680196004098,-2362.9231021821597
2020-03-13,-2884.3116011769694,-3317.381374889127,-2885.735026665029,-3317.683238364775,499.2929628283751
2020-03-16,-2917.229846914396,-3356.048556785039,-2918.6721681618783,-3356.354427452958,7547.842134442018
2020-03-17,-2978.812673002502,-3425.450431370688,-2980.280694110836,-3425.761752165351,-8699.25608027072
2020-03-18,-3018.7391039550985,-3470.337196786392,-3020.2234288253962,-3470.651975092736,-6916.278105822629
2020-03-19,-3009.571271404953,-3459.4695504904403,-3011.050009281289,-3459.783143972268,1169.4768248613248
2020-03-20,-3058.2592728587742,-3516.58879783148,-3059.7657227829613,-3516.9082681612017,9499.346779918527
2020-03-23,-3078.8191828555473,-3540.700189980832,-3080.3373058876796,-3541.0221358071394,6218.483654331342
2020-03-24,-3085.5770525694606,-3548.083053035009,-3087.097229846669,-3548.4054345016534,-2482.3516419834314
2020-03-25,-3085.721505601321,-3548.282732710668,-3087.2418643989618,-3548.6051526720485,1184.6642290160262
2020-03-26,-3085.107191925317,-3547.916463687977,-3086.6283660028575,-3548.2390565444093,1981.753990197372
2020-03-27,-3081.5295514149425,-3544.303930949194,-3083.0506108077593,-3544.626499484628,2154.70013570707
2020-03-30,-3081.167615101491,-3543.780808791294,-3082.688144704299,-3544.1032649750423,497.5107093492165
2020-03-31,-3081.2321715791045,-3543.8476379027506,-3082.7527086516666,-3544.170095670597,-123.02819273558714
2020-04-01,-3081.5143793599127,-3544.214523121449,-3083.035194752577,-3544.537039912176,1422.9636226303244
2020-04-02,-3080.943533422451,-3543.3681282590865,-3082.4634431334284,-3543.690452983405,101.88298530664063
2020-04-03,-3079.356626537532,-3541.6877712011287,-3080.876229093944,-3542.0100307876896,291.9747684064412
